Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1,CrimeType
08/24/2014,140513846,08/23/2014,2300,5,Harbor,515,997,TRAFFIC DR #,IC,Invest Cont,              MARINE                       AV,W  PACIFIC COAST                HY,"(33.7983, -118.2652)",Battery
08/23/2014,140513850,08/23/2014,1830,5,Harbor,515,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1600         WILMINGTON                   BL,,"(33.7951, -118.2752)",Robbery
08/23/2014,140513851,08/23/2014,2100,5,Harbor,515,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1400         RAVENNA                      AV,,"(33.7909, -118.2688)",Abusement
08/24/2014,140513860,08/23/2014,2345,5,Harbor,514,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1300         WILMINGTON                   BL,,"(33.7887, -118.2749)",Vandalism
08/24/2014,140513862,08/23/2014,2150,5,Harbor,514,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  900         HAWAIIAN                     AV,,"(33.7806, -118.2769)",Battery
08/24/2014,140513867,08/23/2014,2220,5,Harbor,532,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 1000         NEPTUNE                      AV,,"(33.7826, -118.2691)",Robbery
08/24/2014,140513875,08/23/2014,2330,5,Harbor,584,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  800      W  29TH                         ST,,"(33.7182, -118.2949)",Vandalism
08/25/2014,140513897,08/23/2014,1600,5,Harbor,541,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1400         BRETT                        PL,,"(33.7562, -118.3065)",Criminal Threats
08/23/2014,140617850,08/23/2014,225,6,Hollywood,646,997,TRAFFIC DR #,IC,Invest Cont,              HOLLYWOOD                    BL,   WHITLEY                      AV,"(34.1016, -118.3381)",Criminal Threats
08/23/2014,140617851,08/23/2014,145,6,Hollywood,646,350,"THEFT, PERSON",AA,Adult Arrest,              LAS PALMAS,   HOLLYWOOD,"(34.1016, -118.3361)",Robbery
08/23/2014,140617859,08/23/2014,133,6,Hollywood,636,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1700         VINE                         ST,,"(34.1016, -118.3267)",Robbery
08/23/2014,140617860,08/23/2014,230,6,Hollywood,645,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              SUNSET,   WILCOX,"(34.098, -118.331)",Vehicle Stolen
08/23/2014,140617869,08/23/2014,350,6,Hollywood,632,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 1500      N  HAYWORTH                     AV,,"(34.0981, -118.3628)",Vandalism
08/23/2014,140617872,08/23/2014,1115,6,Hollywood,668,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 5600      W  SUNSET                       BL,,"(34.0981, -118.3113)",Vandalism
08/23/2014,140617873,08/23/2014,1115,6,Hollywood,646,210,ROBBERY,AA,Adult Arrest,              HOLLYWOOD                    BL,   HIGHLAND                     AV,"(34.1016, -118.3381)",Burglary
08/23/2014,140617878,08/23/2014,1140,6,Hollywood,645,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 6800         HOLLYWOOD                    BL,,"(34.1016, -118.3387)",Vandalism
08/23/2014,140617879,08/23/2014,1745,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 7000         HOLLYWOOD                    BL,,"(34.1016, -118.3417)",Vandalism
08/23/2014,140617880,08/23/2014,1420,6,Hollywood,643,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,              HOLLYWOOD,   HIGHLAND,"(34.1016, -118.3387)",Burglary
08/23/2014,140617882,08/23/2014,1550,6,Hollywood,668,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,              WESTERN,   FERNWOOD,"(34.0956, -118.3092)",Robbery
08/23/2014,140617886,08/23/2014,1440,6,Hollywood,666,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 6200      W  SUNSET                       BL,,"(34.098, -118.3237)",Traffic Dr
08/23/2014,140617888,08/23/2014,1130,6,Hollywood,622,997,TRAFFIC DR #,IC,Invest Cont, 2600         HARLESDEN                    CT,,"(34.1189, -118.3683)",Robbery
08/24/2014,140617891,08/23/2014,1745,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 7000         HOLLYWOOD                    BL,,"(34.1016, -118.3417)",Robbery
08/24/2014,140617892,08/23/2014,330,6,Hollywood,645,310,BURGLARY,AA,Adult Arrest, 7000         HOLLYWOOD                    BL,,"(34.1016, -118.3417)",Robbery
08/24/2014,140617893,08/23/2014,1500,6,Hollywood,647,310,BURGLARY,IC,Invest Cont, 1500      N  GORDON                       ST,,"(34.0981, -118.3197)",Abusement
08/23/2014,140617895,08/23/2014,400,6,Hollywood,628,310,BURGLARY,IC,Invest Cont, 5900         FRANKLIN                     AV,,"(34.1053, -118.318)",Criminal Threats
08/24/2014,140617904,08/23/2014,2225,6,Hollywood,637,997,TRAFFIC DR #,IC,Invest Cont,              ARGYLE,   YUCCA                        ST,"(34.1037, -118.3252)",Traffic Dr
08/24/2014,140617908,08/23/2014,1700,6,Hollywood,665,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              SANTA MONICA                 BL,   LAS PALMAS,"(34.0907, -118.3431)",Vehicle Stolen
08/24/2014,140617911,08/23/2014,500,6,Hollywood,647,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,              BRONSON,   SUNSET,"(34.0981, -118.318)",Abusement
08/24/2014,140617918,08/23/2014,2130,6,Hollywood,648,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 5500         HAROLD                       WY,,"(34.0994, -118.3093)",Abusement
08/24/2014,140617927,08/23/2014,2100,6,Hollywood,646,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 6600         FOUNTAIN                     AV,,"(34.0944, -118.3332)",Vandalism
08/25/2014,140617959,08/23/2014,1830,6,Hollywood,628,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1900         TAMARIND                     AV,,"(34.1053, -118.3192)",Abusement
08/25/2014,140617967,08/23/2014,1830,6,Hollywood,666,310,BURGLARY,IC,Invest Cont, 6500         FOUNTAIN                     AV,,"(34.0944, -118.3305)",Vehicle Stolen
08/25/2014,140617971,08/23/2014,1700,6,Hollywood,625,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 2300      N  HIGHLAND                     AV,,"(34.1047, -118.3379)",Robbery
08/23/2014,140701067,08/23/2014,1830,7,Wilshire,721,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest, 8500         BEVERLY                      BL,,"(34.0761, -118.3766)",Robbery
08/23/2014,140701068,08/23/2014,1845,7,Wilshire,759,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AA,Adult Arrest,              CRENSHAW,   COUNTRY CLUB,"(34.0531, -118.3238)",Burglary
08/23/2014,140713029,08/23/2014,150,7,Wilshire,785,997,TRAFFIC DR #,AO,Adult Other,              WEST                         BL,   WASHINGTON                   BL,,Criminal Threats
08/23/2014,140713031,08/23/2014,200,7,Wilshire,763,310,BURGLARY,IC,Invest Cont, 1400         SPAULDING                    AV,,"(34.0507, -118.3625)",Abusement
08/23/2014,140713034,08/23/2014,125,7,Wilshire,719,997,TRAFFIC DR #,IC,Invest Cont,              MELROSE                      AV,   VINE                         ST,"(34.0835, -118.3337)",Criminal Threats
08/23/2014,140713035,08/23/2014,210,7,Wilshire,739,997,TRAFFIC DR #,IC,Invest Cont,              WILSHIRE                     BL,   RIMPAU,"(34.062, -118.3311)",Criminal Threats
08/23/2014,140713058,08/23/2014,1230,7,Wilshire,782,997,TRAFFIC DR #,AA,Adult Arrest,              VENICE                       BL,   SPAULDING                    AV,"(34.0353, -118.3776)",Robbery
08/23/2014,140713064,08/23/2014,1025,7,Wilshire,701,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  500      N  EDINBURGH                    AV,,"(34.0802, -118.3637)",Vandalism
08/23/2014,140713070,08/23/2014,700,7,Wilshire,783,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont, 2300      S  REDONDO                      BL,,"(34.0366, -118.3547)",Vehicle Stolen
08/23/2014,140713072,08/23/2014,1430,7,Wilshire,724,624,BATTERY - SIMPLE ASSAULT,JA,Juv Arrest, 7600         BEVERLY                      BL,,"(34.0761, -118.3555)",Burglary
08/24/2014,140713076,08/23/2014,2300,7,Wilshire,743,997,TRAFFIC DR #,IC,Invest Cont,              FAIRFAX                      AV,   WILSHIRE                     BL,"(34.0584, -118.3637)",Battery
08/24/2014,140713077,08/23/2014,1700,7,Wilshire,702,510,VEHICLE - STOLEN,IC,Invest Cont, 7300         CLINTON                      ST,,"(34.0819, -118.3486)",Abusement
08/23/2014,140713079,08/23/2014,2120,7,Wilshire,765,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              LA BREA                      AV,   VENICE                       BL,"(34.046, -118.3454)",Robbery
08/23/2014,140713080,08/23/2014,1430,7,Wilshire,763,310,BURGLARY,IC,Invest Cont, 1500      S  GENESEE                      AV,,"(34.0491, -118.364)",Criminal Threats
08/23/2014,140713081,08/23/2014,2000,7,Wilshire,758,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,AA,Adult Arrest, 1200      S  PLYMOUTH                     BL,,"(34.0505, -118.3295)",Criminal Threats
08/24/2014,140713084,08/23/2014,1700,7,Wilshire,775,997,TRAFFIC DR #,IC,Invest Cont, 4600      W  17TH                         ST,,"(34.0441, -118.3382)",Criminal Threats
08/24/2014,140713087,08/23/2014,1740,7,Wilshire,779,320,"BURGLARY, ATTEMPTED",IC,Invest Cont, 3200      W  17TH                         ST,,"(34.0418, -118.3198)",Traffic Dr
08/23/2014,140713092,08/23/2014,1000,7,Wilshire,783,310,BURGLARY,IC,Invest Cont, 2300      S  HAUSER                       BL,,"(34.0361, -118.3615)",Battery
08/24/2014,140713093,08/23/2014,1430,7,Wilshire,762,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1500      S  HAYWORTH                     AV,,"(34.0499, -118.368)",Robbery
08/23/2014,140713094,08/23/2014,2250,7,Wilshire,727,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 7000         BEVERLY                      BL,,"(34.0762, -118.343)",Traffic Dr
08/23/2014,140713095,08/23/2014,1100,7,Wilshire,755,813,CHILD ENDANGERMENT/NEG.,IC,Invest Cont, 1200      S  BURNSIDE                     AV,,"(34.0533, -118.353)",Vandalism
08/24/2014,140713100,08/23/2014,2030,7,Wilshire,745,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1100         MEADOWBROOK                  AV,,"(34.0548, -118.3477)",Traffic Dr
08/24/2014,140713104,08/23/2014,1745,7,Wilshire,734,997,TRAFFIC DR #,IC,Invest Cont,              3RD,   BURNSIDE,"(34.0707, -118.3552)",Criminal Threats
08/24/2014,140713110,08/23/2014,2030,7,Wilshire,763,310,BURGLARY,IC,Invest Cont, 1400         ELLSMERE                     AV,,"(34.05, -118.3604)",Criminal Threats
08/25/2014,140713127,08/23/2014,1900,7,Wilshire,783,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 2000      S  DUNSMUIR                     AV,,"(34.0407, -118.3563)",Robbery
08/25/2014,140713149,08/23/2014,1830,7,Wilshire,763,997,TRAFFIC DR #,IC,Invest Cont,              PICO                         BL,   ORANGE GROVE                 AV,"(34.0514, -118.3662)",Battery
08/24/2014,140801180,08/23/2014,2200,8,West LA,859,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 1500      S  HOLT                         AV,,"(34.0512, -118.3788)",Vandalism
08/23/2014,140812670,08/23/2014,1230,8,West LA,882,997,TRAFFIC DR #,IC,Invest Cont,              BELOIT                       AV,   OLYMPIC                      BL,"(34.0424, -118.4434)",Burglary
08/24/2014,140812672,08/23/2014,220,8,West LA,897,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 3300         BAGLEY                       AV,,"(34.0314, -118.3959)",Vehicle Stolen
08/24/2014,140812688,08/23/2014,250,8,West LA,855,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 1600         CAMDEN                       AV,,"(34.0502, -118.4439)",Traffic Dr
08/24/2014,140812692,08/23/2014,1710,8,West LA,882,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2200         SAWTELLE                     BL,,"(34.0382, -118.4412)",Vandalism
08/23/2014,140812700,08/23/2014,307,8,West LA,833,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,10900         ROCHESTER                    AV,,"(34.0562, -118.4423)",Battery
08/24/2014,140812702,08/23/2014,1400,8,West LA,839,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,10200         SANTA MONICA                 BL,,"(34.0605, -118.4193)",Burglary
08/23/2014,140812705,08/23/2014,930,8,West LA,842,888,TRESPASSING,IC,Invest Cont,11600         WILSHIRE                     BL,,"(34.0508, -118.4592)",Vandalism
08/23/2014,140812708,08/23/2014,1505,8,West LA,893,997,TRAFFIC DR #,IC,Invest Cont,              EXPOSITION                   BL,   SEPULVEDA                    BL,"(34.0347, -118.4374)",Battery
08/23/2014,140812709,08/23/2014,900,8,West LA,828,997,TRAFFIC DR #,IC,Invest Cont,              WILSHIRE                     BL,   MALCOLM                      AV,"(34.0595, -118.4412)",Robbery
08/23/2014,140812712,08/23/2014,1510,8,West LA,822,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   PACIFIC COAST                HY,"(34.0391, -118.5551)",Burglary
08/23/2014,140812713,08/23/2014,2145,8,West LA,834,997,TRAFFIC DR #,IC,Invest Cont,              WILKINS                      AV,   THAYER                       ST,"(34.0562, -118.4382)",Vehicle Stolen
08/23/2014,140812716,08/23/2014,900,8,West LA,841,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1400      S  SALTAIR                      AV,,"(34.0428, -118.4638)",Abusement
08/24/2014,140812725,08/23/2014,1105,8,West LA,822,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,17300      W  SUNSET                       BL,,"(34.0419, -118.554)",Robbery
08/25/2014,140812730,08/23/2014,1700,8,West LA,899,310,BURGLARY,IC,Invest Cont, 8800         VENICE                       BL,,"(34.0311, -118.3851)",Robbery
08/25/2014,140812734,08/23/2014,2340,8,West LA,898,997,TRAFFIC DR #,AO,Adult Other,              ROBERTSON                    BL,   HARGIS                       ST,"(34.0321, -118.3904)",Vehicle Stolen
08/25/2014,140812742,08/23/2014,1830,8,West LA,805,510,VEHICLE - STOLEN,IC,Invest Cont,10900         CHALON                       RD,,"(34.0848, -118.4622)",Vehicle Stolen
08/23/2014,140812745,08/23/2014,1545,8,West LA,835,997,TRAFFIC DR #,IC,Invest Cont,              IOWA                         AV,   PURDUE                       AV,"(34.035, -118.4626)",Criminal Threats
08/25/2014,140812748,08/23/2014,1200,8,West LA,827,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  800      S  BRINGHAM                     AV,,"(34.057, -118.4646)",Vandalism
08/25/2014,140812761,08/23/2014,800,8,West LA,884,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,10800      W  PICO                         BL,,"(34.0406, -118.4275)",Robbery
08/23/2014,140901130,08/23/2014,340,9,Van Nuys,923,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,14700         VICTORY                      BL,,"(34.1867, -118.4531)",Abusement
08/23/2014,140901131,08/23/2014,340,9,Van Nuys,923,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,14700         VICTORY                      BL,,"(34.1867, -118.4531)",Vehicle Stolen
08/23/2014,140901132,08/23/2014,340,9,Van Nuys,923,860,BATTERY WITH SEXUAL CONTACT,AO,Adult Other,14700         VICTORY                      BL,,"(34.1867, -118.4531)",Burglary
08/23/2014,140915077,08/23/2014,1,9,Van Nuys,923,997,TRAFFIC DR #,IC,Invest Cont,              KESTER                       AV,   KITTRIDGE                    ST,"(34.1871, -118.4575)",Abusement
08/23/2014,140915078,08/23/2014,5,9,Van Nuys,952,510,VEHICLE - STOLEN,JA,Juv Arrest, 5400         COLUMBUS                     AV,,"(34.1685, -118.464)",Traffic Dr
08/23/2014,140915085,08/23/2014,30,9,Van Nuys,985,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,14400         DICKENS                      ST,,"(34.1495, -118.4461)",Abusement
08/23/2014,140915086,08/23/2014,150,9,Van Nuys,935,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,14300         FRIAR                        ST,,"(34.1857, -118.4444)",Vandalism
08/23/2014,140915090,08/23/2014,45,9,Van Nuys,974,510,VEHICLE - STOLEN,IC,Invest Cont,              CAMARILLO,   KESTER,"(34.1576, -118.4574)",Criminal Threats
08/23/2014,140915091,08/23/2014,1040,9,Van Nuys,943,997,TRAFFIC DR #,IC,Invest Cont,              BURBANK                      BL,   VAN NUYS                     BL,"(34.1721, -118.4487)",Battery
08/23/2014,140915092,08/23/2014,1215,9,Van Nuys,932,997,TRAFFIC DR #,IC,Invest Cont,              SEPULVEDA                    BL,   OXNARD                       ST,"(34.1818, -118.4662)",Robbery
08/23/2014,140915098,08/23/2014,1330,9,Van Nuys,926,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,14200         GILMORE                      ST,,"(34.1877, -118.4421)",Robbery
08/23/2014,140915103,08/23/2014,1000,9,Van Nuys,979,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 4500         VAN NOORD                    AV,,"(34.1522, -118.415)",Abusement
08/24/2014,140915119,08/23/2014,2150,9,Van Nuys,914,997,TRAFFIC DR #,IC,Invest Cont,              VESPER                       AV,   VANOWEN                      ST,"(34.1946, -118.4509)",Battery
08/24/2014,140915121,08/23/2014,1905,9,Van Nuys,984,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA                      BL,   VAN NUYS                     BL,"(34.1521, -118.4559)",Vandalism
08/23/2014,140915124,08/23/2014,2320,9,Van Nuys,905,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 7400         VAN NUYS                     BL,,"(34.2048, -118.4488)",Robbery
08/24/2014,140915126,08/23/2014,2200,9,Van Nuys,979,997,TRAFFIC DR #,IC,Invest Cont,              COLDWATER CANYON             AV,   HORTENSE                     ST,"(34.1511, -118.4138)",Robbery
08/23/2014,140915128,08/23/2014,2215,9,Van Nuys,933,888,TRESPASSING,IC,Invest Cont,14700         ERWIN                        ST,,"(34.1836, -118.4531)",Vandalism
08/23/2014,140915130,08/23/2014,830,9,Van Nuys,933,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),AO,Adult Other,14600         CALVERT                      ST,,"(34.1817, -118.4509)",Criminal Threats
08/23/2014,141000880,08/23/2014,1345,10,West Valley,1041,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",JO,Juv Other, 5600         BECKFORD                     AV,,"(34.174, -118.5514)",Vandalism
08/23/2014,141013979,08/23/2014,30,10,West Valley,1018,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,16000         SHERMAN                      WY,,"(34.2012, -118.4815)",Vehicle Stolen
08/23/2014,141013985,08/23/2014,15,10,West Valley,1043,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,18500         HATTERAS                     ST,,"(34.1775, -118.536)",Robbery
08/23/2014,141013991,08/23/2014,1525,10,West Valley,1011,997,TRAFFIC DR #,IC,Invest Cont,              CLAIRE                       AV,   WYANDOTTE                    ST,"(34.2021, -118.5503)",Vandalism
08/23/2014,141013993,08/23/2014,1645,10,West Valley,1043,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,18500         COLLINS                      ST,,"(34.1745, -118.536)",Robbery
08/23/2014,141013994,08/23/2014,1130,10,West Valley,1012,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,18700         COHASSET                     ST,,"(34.2066, -118.541)",Vehicle Stolen
08/23/2014,141013995,08/23/2014,1630,10,West Valley,1075,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest, 5300         LINDLEY                      AV,,"(34.1672, -118.5272)",Criminal Threats
08/24/2014,141013996,08/23/2014,2335,10,West Valley,1012,997,TRAFFIC DR #,IC,Invest Cont,              SHERMAN                      WY,   RHEA                         AV,"(34.2011, -118.5432)",Battery
